clean_text,retweets,favorites
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration   (Reuters),0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration     vendornaija.co.cc,0.0,0.0
BUSINESS Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration . la-lawsuit-california-idUSKBN14K01X?feedType=RSS&feedName=businessNews …,0.0,0.0
Just saw a D heading towards Carlingford!,0.0,0.0
"In light of the MIssouri's revocation of Tesla 's right to sell cars, I'm reposting this: . /tesla-michigan-and-how-to-save-the-american-car-industry … via",1.0,7.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration: SAN FRANCISCO (Reuters) -…  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
"Eeeeh, wow. Is this old news or did they mess up the date? Brings to Europe. Launch in Norway  ",0.0,0.0
can't wait for model . Wish I was old enough to drive or afford a Tesla .,0.0,0.0
Gotta keep up with you guys. Y'all are electric. Get it. Tesla . Funny,0.0,1.0
Tesla owner files lawsuit in California claiming sudden acceleration   owner-files-lawsuit-in-california-claiming-sudden-acceleration-4/ … SAN FRANCISCO (Reuters) - Tesla Motors,0.0,0.0
imagine being years old and having a tesla model X. KEEP BALLIN  atus/813082066858426371 …,0.0,3.0
"Tesla aims to sustain purity of car batteries, but can any company be sure?  ",0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration   er-files-lawsuit-california-021810021.html?utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
How to steal a Tesla crackeando the application that lets control it . -tesla-crackeando-the-application-that-lets-control-it/?utm_source=ReviveOldPost&utm_mediumcial&utm_campaign=ReviveOldPost …,0.0,0.0
Who else loves the Tesla ? My is focused on the … .,0.0,0.0
"UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration: SAN FRANCISCO, Dec (Reuters) -…  ",0.0,0.0
Tesla - Song & Emotion,0.0,0.0
Judge rules against Tesla in Missouri dealer license lawsuit . /judge-rules-against-tesla-in-missouri-dealer-license-lawsuit/article_e53ee9d5-683e-50af-bbe5-8d40af36e0e2.html?utm_mediumcial&utm_source=twitter&utm_campaign=user-share … via,0.0,0.0
"UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration: SAN FRANCISCO, Dec …  ",0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration   via,0.0,0.0
Tesla 's autonomous-car efforts use big data no other carmaker has - Green Car Reports   on,0.0,0.0
Test drove a tesla s today. My st test drive. Impressive. years from now I will have one.,0.0,0.0
I drove a Tesla mph on the freeway today and it made my entire life.,0.0,10.0
UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Lmaoooo fancy formation gone wrong,0.0,0.0
"Tesla Motors, Inc. Shines in Consumer Reports Survey -- The Motley Fool - . tradebuddy.online/tesla-motors-i nc-shines-in-consumer-reports-survey-the-motley-fool/ …",0.0,0.0
Watch a Tesla predict an accident and react before it even happens  ,0.0,0.0
Tesla ’s new Supercharger stations will offer better than kW of power    ,0.0,0.0
Watch a Tesla predict an accident and react before it even happens  ,0.0,0.0
: the year that people found out that Tesla teleportation had been achieved years ago by DARPA and classified ever since ...,0.0,0.0
"Cheers to Tesla for the raid, you sexy Canadian bastard <3",0.0,2.0
Reuters: Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Man. I hate seeing players getting injured when the draft is approaching.,0.0,0.0
pretty sure Tesla is still beta testing ..,0.0,0.0
"UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration SAN FRANCISCO, Dec (Reuters) - Te…  ",0.0,0.0
I don't know if it's a good idea that they put the BEST donut shop next to the Tesla … .,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration   via,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Here’s why Tesla is Baird’s top stock-market pick for  TSLA ,0.0,1.0
Tesla motors opening up their car battery design for accelerating sector's development ?,0.0,1.0
UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration Finance . ? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9tLzQ4MzE0OTUyODEyMTIyNTkyMDMvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZEVO …,0.0,0.0
Tesla Predicts A Cars Crash Ahead of Driver . qbjY …,2.0,2.0
UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration   ets/~3/JVshepWCbmY/tesla-lawsuit-idUSL1N1EQ01O …,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
"Tesla loses right to sell cars in Missouri after the state rejects its dealership license renewal, may have to close   p?data=eNptkE9v2zAMxb8KkQE9Rf43J01aBDv30Ntu81DQNmMpkS1PpGv42492sO2yg0ARlPh-7_3YfSf2CD4wMUTXWQEJwOQ9NBgZ3ADvjjlM0QFehSKIJWBBIYh0o0b0jZ6W0FNk60bwrqGB1_FAM_o99LiAxU9aNzer0vaDJUTV3O0fCE9fTkX-_MqKMnSgJzitm5CpF_NQrFHE01_CdQ15ZYiueeC2Lmrrl00qDDz1CgWzEmWSHWpTrrgvqIYeqsVhdbM2KU5Y8LuE0syt-Q-6QWENh1g7u6BgdRZamxuSfw9i-aPczVVGTFUd1YkZFfqrRKH2h0T67OEydziO2oljlpQl-lRZYfqjQ7V6ms_s2Wh9F4DA6dfmUz2iDB9I4tmjpOd9PX1mBsrJM19488y8ryXH4tP6yhvCzzw6k8HJ7PxTG5jd23XxN6J8vlVDxhP76ypjRe0Pv_dPMlP2bZdrUXXZvtfv4Gp2G9ag%2C%2C.WGcSRU3sHs0.twitter …",0.0,1.0
"UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration""   """,0.0,0.0
Reuters: Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,53.0,45.0
UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla Model - World Premiere  ,0.0,0.0
UPDATE - Tesla owner files lawsuit in California claiming sudden...  ,0.0,0.0
They probably want a lot of money.,0.0,0.0
Retweeted Warren Whitlock ( ): Tesla and Panasonic team up on solar-panel cells...  ,0.0,0.0
TeslaMotors: karliekloss Happy Birthday Mr. Kloss! We hope you love your new Tesla .,0.0,0.0
Tesla and Panasonic team up on solar-panel cells   sonic-team-up-on-solar-panel-cells …,6.0,8.0
UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
when u have tesla  us/815001387285155840 …,0.0,0.0
Elon Musk - Tesla Motors said Sunday it will issue a... -   ay=Elon+Musk …,0.0,0.0
"Tesla recalls NEMA -30, -30 and -50 adapters. . a-recalls-nema-14-30-10-30-6-50-adapters.shtml …",1.0,0.0
"Panasonic, Tesla officially tie knot in solar cells  ",0.0,0.0
"Tesla loses right to sell cars in Missouri after the state rejects license renewal, may have to close its stores  la-loses-right-to-sell-cars-missouri/ …",2.0,1.0
UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
TeslaMotors: karliekloss Happy Birthday Mr. Kloss! We hope you love your new Tesla .,0.0,0.0
TeslaMotors: karliekloss Happy Birthday Mr. Kloss! We hope you love your new Tesla .,0.0,0.0
just think what Bama would do to Michigan smh man,0.0,0.0
"lisence and registration please"" *david gets out and gives them the tesla show*""",2.0,18.0
UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration,0.0,0.0
TeslaMotors: karliekloss Happy Birthday Mr. Kloss! We hope you love your new Tesla .,0.0,0.0
Tesla (0L) 0.00 Bring on the Model !  tatus/814972584563474432 …,0.0,1.0
UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
UPDATE - Tesla owner files lawsuit in California claiming sudden acceleration,0.0,0.0
you should add apple CarPlay to tesla this would be great.,2.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration By Reuters - . tradebuddy.online/tesla-owner-fi les-lawsuit-in-california-claiming-sudden-acceleration-by-reuters/ …,0.0,0.0
"Tesla Motors, Inc. (TSLA) Shares Bought by RPG Investment Advisory LLC  ",0.0,0.0
"Tesla Motors: Job Openings in Nevada, European Eansion and Idle Fees  ",0.0,0.0
Power surge: Chinese electric car battery maker charges for global market   Lithium car batteries <-ahead of Tesla ?,0.0,0.0
WE GET IT. YOU DRIVE A TESLA  us/815001387285155840 …,0.0,1.0
think it's time to play some Brutal Doom tomorrow since some friends want to play it together yaaay,0.0,0.0
Tesla owners are insanely happy with their cars  ,0.0,0.0
"Tesla aims to sustain purity of car batteries, but can any company be sure? - Washington Post  ",0.0,0.0
"Tesla Motors, Inc.  TSLA Shares Bought by RPG Investment Advisory LLC  ",0.0,0.0
Now playing: Tesla - Love Song - Hear it now at   wave80hits.com,0.0,0.0
"Elon Musk abandons SpaceX and Tesla to help kick-start his new cologne Elon's Musk""   (  )""",0.0,0.0
The Verge tech report card: Tesla  ,0.0,0.0
Is the Make-or-Break Year for Tesla ’s Gigafactory   /advanced-cars/2017-is-the-makeorbreak-year-for-teslas-gigafactory.WGcMJ7MPSPA.twitter …,0.0,0.0
"Nikola Tesla Deathbed Confessions, about The st U S President Georg...  via",0.0,0.0
"Tesla Motors: Job Openings in Nevada, European Eansion and Idle Fees -   iSportsTimes.com   …",0.0,0.0
Tesla says that sleep is a vitalizer and that if a man could sleep hours a day he might... by,0.0,0.0
"not in , little girls probably have a fucking Tesla and own a Starbucks",0.0,18.0
Still promised my friend lent me a visit lol,0.0,0.0
Tesla will ultimately be known for their battery technology and whole house energy story. Tough to hit scale in Auto ind.  tatus/814461348159569920 …,0.0,0.0
How does Tesla know its car batteries aren’t tainted? The company won’t say.   .com/H6XXA …,0.0,0.0
suprised he didn't show him the new update on his tesla lmao,0.0,2.0
Cook can receive too?,0.0,0.0
George Westinghouse used Tesla power to defeat Edison in Currents War  ,0.0,0.0
Tesla Autopilot Appears to Predict Accident in New Video  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla is Going All Out to Race the Model to Production: Analyst  ,0.0,0.0
secrets about Tesla cars you probably didn’t know (TSLA)   ut-tesla-cars-you-probably-didnt-know-tsla/ …,0.0,0.0
Tesla 's autonomous-car efforts use big data no other carmaker has  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration ,0.0,0.0
typical David and his Tesla,0.0,5.0
Tesla owner files lawsuit in California claiming sudden acceleration  /posts/jN4Lfjti9nk …,0.0,0.0
I want a Tesla model x omfg. Lmao calm down Cindy.,0.0,1.0
Tesla owner files lawsuit in California claiming sudden acceleration . la-lawsuit-idUSKBN14J1ZE …,0.0,0.0
Guy's Tesla Predicts A Car Crash Seconds Before It Happens And Saves His Life  ,0.0,0.0
": : Elon Musk: Tesla , SpaceX, and the Quest for a Fantastic Future  ",0.0,0.0
: Tesla Model X has an awesome holiday-themed easter egg  ,1.0,1.0
"Uncategorized, anacheri: Mixing and matching my favorites from I’m wearing the Lotus Tesla …  ",0.0,0.0
Stock Indexes Down; Tesla Set To Score % Gain For Month Finance States &P Index . ? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9tLzQ4MzE0Njk5NzUxMzk0NjAxNjkvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZEVO …,0.0,0.0
“Watch Tesla 's Autopilot Brake for a Crash Before It Even Happens”  ,1.0,1.0
I bet tesla would have loved hatoful boyfriend,0.0,0.0
Why buy a New Chinese car 600/The Goldberg Brothers   Only 600 bucks !!,0.0,0.0
JDSFBS IM CRYING... tesla is my role model,0.0,1.0
"What is better, ever since I was a senior but I don't know",0.0,0.0
you should write a musical about Nikola Tesla,0.0,0.0
Anyway. This is pretty cool. → Tesla Autopilot predicts crash seconds before it happens ,0.0,0.0
": Elon Musk: Tesla , SpaceX, and the Quest for a Fantastic Future  ",9.0,2.0
"Tesla Model X owner who claims car accelerated on its own sues, seeks class… ",0.0,0.0
"Tesla aims to sustain purity of car batteries, but can any company be sure?: Of the lofty…   .free.fr",0.0,0.0
Tesla Gigafactory tour roundup and tidbits: 'This is the coolest factory in the world'  la-gigafactory-tour-roundup-and-tidbits-this-is-the-coolest-factory-ever/ … via,0.0,0.0
Dalvin will Cook this Michigan defense.,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
"Tesla aims to sustain purity of car batteries, but can any company be sure? - Washington Post  ",0.0,0.0
"Tesla Model X owner who claims car accelerated on its own sues, seeks class-action status … la-model-wner-who-claims-car-accelerated-on-its-own-sues-seeks-class-action-status/ …",0.0,0.0
ReutersTech: Tesla owner files lawsuit in California claiming sudden acceleration   …  atus/815002043383418881 …,0.0,0.0
FYI Tesla owner files lawsuit in California claiming sudden acceleration Raiders newspaper,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,2.0,4.0
"Yeah it’s frustrating, and I don’t even live in the US I’d happily buy a Tesla though if there were charging stations here",0.0,0.0
Retweeted Solar Generator ( ): Tesla and Panasonic eand solar energy deals - USA TODAY...  ,0.0,1.0
Incredible Tesla Easter Eggs!:   via,0.0,0.0
Don't leave your Tesla plugged in after it is fully charged ...  ,0.0,0.0
so this made it okay to screw over Nikola Tesla and take credit for work that isn't yours?  tus/808379477172465664 …,0.0,1.0
"Tesla 's Middle-class Trombonist was ahead of its time, but the time might be right for my Short-term Trombonist.",0.0,0.0
Business: Tesla owner files lawsuit in California claiming sudden acceleration: Tesla … ,0.0,0.0
Tesla Model S TESLA MODEL S TECH HTD LEATHER NAV REAR CAM K MI Texas Direct   -19255-0/1?ff3=2&toolid=10039&campid=5337869416&customid=twitter+and+blogger&item=401251520224&vectorid=229466&lgeo=1 …,0.0,0.0
.inhabitat Elon Musk just confirmed plans for a new Tesla Roadster,0.0,0.0
"tesla is only k , ur car is worth k +",0.0,0.0
"Keep your eyes on the used electric car market in : Tesla sold wholesale at 30,000, Fiat e…  ",0.0,0.0
Panasonic Commits To Solar Cell Production With Tesla At New York Plant  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration - Reuters  ,0.0,0.0
Finally getting to test drive a Tesla !  ,2.0,9.0
"Brokerage Houses Weigh in on Motors, Inc. (NASDAQ:TSLA)  ",0.0,0.0
"Tesla Model X owner who claims car accelerated on its own sues, seeks class-action status  ",0.0,0.0
Here’s all you need to know about Faraday Future’s plans to dethrone Tesla . day-future-plans-dethrone-174536369.html?.tsrc=faual …,0.0,0.0
secrets about Tesla cars you probably didn't know (TSLA)  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration | Reuters  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla Makes Reno a Critical Stop on Way to CES   rategy/tesla-makes-reno-a-critical-stop-las-vegas-ces-1/307323/ …,0.0,0.0
"Conversation with Elon Musk on SpaceX, Tesla and his personal life   ith-elon-musk-on-spacex-tesla-and-his-personal-life/ …",0.0,0.0
tesla got a bit miffed with me when i picked her up but have helped her shift the last of sone difficult shedding on her head and she seems,0.0,3.0
Tesla ’s next Roadster will be one of the quickest cars in the world  ,0.0,1.0
Tesla Autopilot Predicts Crash  via,0.0,0.0
"Tesla Model X owner claims car accelerated on its own and crashed through a wall, seeks class-action status … la-model-wner-claims-car-accelerated-on-its-own-and-crashed-through-a-wall-seeks-class-action-status/ …",0.0,0.0
Watch a Tesla predict an accident and react before it even happens   via,0.0,0.0
A free market economy. Unless it fucks with the oil and gas industry.  la-loses-right-to-sell-cars-missouri/ … via,0.0,0.0
will be the year Tesla reigns supreme—or finally flops . ill-year-tesla-reigns-supreme-finally-flops/ … via,0.0,0.0
please let me know that is the Tesla real police for the service? Hope get your feedback; if you have see my message.,0.0,0.0
"owner claims car accelerated on its own and crashed through a wall, see... . owner-claims-sudden-acceleration-lawsuit-2016-12 …",0.0,1.0
"Tesla Model X owner claims car accelerated on its own and crashed through a wall, seeks class-action status   owner-claims-car-accelerated-on-its-own-and-crashed-through-a-wall-seeks-class-action-status/ …",0.0,0.0
"Tesla owner files lawsuit in California claiming sudden acceleration   owner-files-lawsuit-in-california-claiming-sudden-acceleration-2/ … SAN FRANCISCO, Dec (Reuters) - Tesla",0.0,0.0
Not a fan of Tesla but if you eect me to believe their car just started to accelerate spontaneously I've got some beach front property U,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration: Tesla Motors Inc was sued on Friday by a…  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration . la-owner-files-lawsuit-in-california-claiming-sudden-acceleration/ …,0.0,0.0
Will Be the Year Tesla Reigns Supreme—Or Finally Flops .,0.0,0.0
"Video: Rimac Concept_One vs. Porsche - The drag race between the Rimac Concept_One, Tesla P...  ",0.0,0.0
Tesla stock might close down for the year — and that could be a good thing  ,0.0,0.0
"Watching this Tesla Autopilot avoidance compilation, I realized that Teslas will accelerate to avoid rear collision! . jUBCg&featurehare …",0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Will Be the Year Tesla Reigns Supreme—Or Finally Flops - It's time for Elon Musk to take his game to the m...  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
  Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla 's Ability To Sell Cars In Missouri In Limbo After Local Court Ruling   -to-sell-cars-in-missouri-in-limbo-after-1790632437 …,0.0,1.0
I must go on a pentium iv,0.0,0.0
i thought you were talkin about sth different like a logo for the human tesla,0.0,0.0
Just in! We have recently added a Tesla Model S to our inventory. Check it out :  ,0.0,0.0
Tesla Model S TESLA MODEL S TECH HTD LEATHER NAV REAR CAM K MI Texas Direct   el-s-2013-tesla-model-s-tech-htd-leather-nav-rear-cam-18k-mi-p11176-texas-direct-5/ …,0.0,0.0
Tesla Model S TESLA MODEL S TECH HTD LEATHER NAV REAR CAM K MI Texas Direct   el-s-2013-tesla-model-s-tech-htd-leather-nav-rear-cam-18k-mi-p11176-texas-direct-5/ …,0.0,0.0
Tesla self driving car via /r/Futurology  ,0.0,0.0
great talk so far btw (even with all the negativity towards tesla ),0.0,0.0
Steampunk DIY: Steampunk TESLA gun Victorian scifi pistol by oldjunkyardboutique  ,4.0,10.0
Tesla owner files lawsuit in California claiming sudden acceleration - Reuters  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Watch a Tesla predict an accident and react before it even happens   …,0.0,0.0
I liked a video from   QuickCharge: Tesla 's radar software can predict the future,0.0,0.0
. A look at Tesla Org Chart. Danger is Trump & Co. IF TSLA is near current in April - go for it big.  ,0.0,0.0
ファッションのヒット商品→ : (テスラ) TESLA MEN'S トレイルランニング トレッキング ハイキングシューズ T320 . %B9%E3%83%A9-TESLA-%E3%83%88%E3%83%AC%E3%82%A4%E3%83%AB%E3%83%A9%E3%83%B3%E3%83%8B%E3%83%B3%E3%82%B0-%E3%83%88%E3%83%AC%E3%83%83%E3%82%AD%E3%83%B3%E3%82%B0-%E3%83%8F%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B7%E3%83%A5%E3%83%BC%E3%82%BA/dp/B01M3U8S6V/ref_zg_rss_ms_fa_fashion_8?ie=UTF8&tag=hititem0c-22&utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
No Jeffery? Trash list.  …,0.0,0.0
"Tesla aims to sustain purity of car batteries, but can any company be sure? - Washington Post  ",0.0,0.0
"Sven Lindström, CEO of Midsummer, comments on new roof tiles by Tesla and SolarCity  ",0.0,0.0
When Tesla does not approve of your reading choices...,0.0,1.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
"Tesla aims to sustain purity of car batteries, but can any company be sure? - Washington Post  ",0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration   /tesla-owner-files-lawsuit-in-california-claiming-sudden-acceleration/ …,0.0,0.0
  sthatpaysweekly … Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
owner files lawsuit in claiming sudden acceleration  ,0.0,0.0
IMPORTANTE: Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Will Be the Year Tesla Reigns Supreme—Or Finally Flops - It's time for Elon Musk to take his game to the m...  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla Model X owner claims car accelerated on its own and crashed through a wall,0.0,0.0
Shout out to Nikola Tesla for being one smart mf. Fuck Thomas Edison's thievin ass,1.0,2.0
how you go barb?! You dey here dey claim Tesla advisor.,0.0,0.0
ChannelNewsAsia: Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla Model S (2013)   TESLA MODEL S TECH HTD LEATHER NAV REAR CAM K MI at,0.0,0.0
Tesla 's first game night.,0.0,0.0
Check out the navigation on this new Tesla . It's HUGE!!!  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,1.0
dlvr - Tesla owner files lawsuit in California claiming sudden acceleration . international/tesla-owner-files-lawsuit-in-california-claiming-sudden-accelera/3404792.html?utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  la-owner-files-lawsuit-in-california-claiming-sudden-acceleration/ …,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla Model X owner claims car accelerated on its own and crashed through a wall … la-model-wner-claims-car-accelerated-on-its-own-and-crashed-through-a-wall/ …,0.0,0.0
Tesla 's 'Autopilot' Begins Braking for Wreck Before Driver  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration   la-owner-files-lawsuit-in-california-claiming-sudden-acceleration/ …,0.0,0.0
I liked a video   Tesla Unveils Powerwall & Solar Roof,0.0,1.0
Model X Is Dragging Tesla Down in Consumer Reports' Owner Satisfaction Survey. Read Blog:  ,0.0,1.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
"Or, this could just be clickbait.  ",0.0,0.0
Tesla owner files lawsuit in California ... -   -,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla Model X owner claims car accelerated on its own and crashed through a wall  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Baird's 'best pick for ' is Tesla — for its energy storage business - . tradebuddy.online/bairds-best-pi ck-for-2017-is-tesla-for-its-energy-storage-business/ …,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
"Tesla , Porsche take top honors in Consumer Reports Owner Satisfaction Survey - Roadshow   ?",0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla Model X owner claims car accelerated on its own and crashed through a wall   ider/~3/Q4KUrgBxQZI/tesla-model-wner-claims-sudden-acceleration-lawsuit-2016-12 …,0.0,0.0
Tesla Trip. Doable?  ,0.0,0.0
Correction in february we call it the dump trump party. Tesla google A Stock best of the year. Facebook A loser,0.0,0.0
Tesla Model X owner claims car accelerated on its own and crashed through a wall   owner-claims-car-accelerated-on-its-own-and-crashed-through-a-wall/ …,0.0,0.0
Just in! We have recently added a Tesla Model S to our inventory. Check it out :  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration: SAN FRANCISCO (Reuters) - Tesla Motors Inc was sued on Friday by a…,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
NowPlaying Love Song - Tesla   radio.karisco.co.uk :18,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration   er-files-lawsuit-california-000101351.html …,0.0,0.0
People Stuffed Inside a Tesla Model S Is a Cringy Record Attempt. Read Blog:  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration   RT,0.0,0.0
Tesla Autopilot appears to predict crash moments before it happens . topilot-predict-crash_us_5863c7cbe4b0d9a594599df4?ncid=engmodushpmg00000004 … via,0.0,0.0
Will Be the Year Tesla Reigns Supreme—Or Finally Flops...   c3ff1050af53/ …,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration -  la-owner-files-lawsuit-in-california-claiming-sudden-acceleration/ …,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
businessinsider: Tesla Model X owner claims car accelerated on its own and crashed through a wall …,0.0,0.0
"DEAR as a woman I would have had a much different list except I do like Unilever, Amazon & Tesla ....  tus/814802463094165504 …",0.0,1.0
"Tesla owner files lawsuit in California claiming sudden acceleration""   """,0.0,0.0
businessinsider: Tesla Model X owner claims car accelerated on its own and crashed through a wall …,0.0,0.0
"just test drove a tesla and, honey, talk about want.",0.0,1.0
secrets about Tesla cars you probably didn't know   a-cars/ …,0.0,5.0
secrets about Tesla cars you probably didn't know   a-cars/ …,0.0,1.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration Finance States . ? aHR0cHM6Ly93d3cuZHVrYXNjb3B5LmNvbS9meHNwaWRlci9tLzQ4MzE0MzAyNTQxMzM1MDQ5ODkvP3V0bV9zb3VyY2U9dHdpdHRlciZ1dG1fbWVkaXVtPXNvY2lhbCZ1dG1fY2FtcGFpZ249ZnhzcGlkZXIlMjB0d2l0dGVyJTIwcG9zdGluZwpzcHAtdHctU3BpZEVO …,0.0,0.0
Sweet Baby what an find out why,0.0,2.0
Tesla owner files lawsuit in California claiming sudden acceleration - . les-lawsuit-in-california-claiming-sudden-acceleration-2/ …,0.0,0.0
Tesla owner files lawsuit in California claiming sudden acceleration  ,0.0,0.0
